lyrics,category
"There at the start, before the beginning of time
With no point of reference
You spoke to the dark and fleshed out the wonder of light

And as You speak
A hundred billion galaxies are born
In the vapour of Your breath the planets form
If the stars were made to worship, so will I
I can see Your heart in everything You've made
Every burning star, a signal fire of grace
If creation sings Your praises, so will I

God of Your promise
You don't speak in vain, no syllable empty or void
For once You have spoken
All nature and science, follow the sound of Your voice

And as You speak
A hundred billion creatures catch Your breath
Evolving in pursuit of what You said
If it all reveals Your nature, so will I
I can see Your heart in everything You say
Every painted sky, a canvas of Your grace
If creation still obeys You, so will I
So will I, so will I

If the stars were made to worship, so will I
If the mountains bow in reverence, so will I
If the oceans roar Your greatness, so will I
For if everything exists to lift You high, so will I
And if the wind goes where You send it, so will I
If the rocks cry out in silence, so will I
If the sum of all our praises still falls shy
Then we'll sing again a hundred billion times!

God of salvation
You chased down my heart through all of my failure and pride
On a hill You created
The light of the world abandoned in darkness to die

And as You speak
A hundred billion failures disappear
Where You lost Your life so I could find it here
If You left the grave behind You, so will I
I can see Your heart in everything You've done
Every part designed in a work of art called love
If You gladly chose surrender, so will I
I can see in Your heart, eight billion different ways
Every precious one, a child You died to save
If You gave Your life to love them, so will I

Like You would again a hundred billion times
But what measure could amount to Your desire?
You're the One who never leaves the one behind",Inspiring
"One with God, the Lord Most High
Your hidden glory in creation
Now revealed in You our Christ

What a beautiful name it is
What a beautiful name it is
The name of Jesus Christ my King

What a beautiful name it is
Nothing compares to this
What a beautiful name it is
The Name of Jesus

You didn't want heaven without us
So Jesus, You brought heaven down
My sin was great, Your love was greater
What could separate us now

What a wonderful name it is
What a wonderful name it is
The name of Jesus Christ my King

What a wonderful name it is
Nothing compares to this
What a wonderful name it is
The name of Jesus

What a wonderful name it is
The name of Jesus

How sweet is Your name, O God
How good You are
We love to sing of Your name, Lord
Love to sing of who You are

Death could not hold You, the veil tore before You
You silence the boast of sin and grave
The heavens are roaring the praise of Your glory
For You are raised to life again

You have no rival, You have no equal
Now and forever, God You reign
Yours is the kingdom, Yours is the glory
Yours is the name above all names

What a powerful name it is
What a powerful name it is
The name of Jesus Christ my King

What a powerful name it is
Nothing can stand against
What a powerful name it is
The name of Jesus

You have no rival, You have no equal
Now and forever, God You reign
Yours is the kingdom, Yours is the glory
Yours is the name above all names

What a powerful name it is
What a powerful name it is
The name of Jesus Christ my King

What a powerful name it is
Nothing can stand against
What a powerful name it is
The name of Jesus

What a powerful name it is
The name of Jesus
What a powerful name it is
The name of Jesus",Inspiring
"The great unknown where feet may fail
And there I find You in the mystery
In oceans deep
My faith will stand

And I will call upon Your name
And keep my eyes above the waves
When oceans rise
My soul will rest in Your embrace
For I am Yours and You are mine

Your grace abounds in deepest waters
Your sovereign hand
Will be my guide
Where feet may fail and fear surrounds me
You've never failed and You won't start now

So I will call upon Your name
And keep my eyes above the waves
When oceans rise
My soul will rest in Your embrace
For I am Yours and You are mine

Spirit lead me where my trust is without borders
Let me walk upon the waters
Wherever You would call me
Take me deeper than my feet could ever wander
And my faith will be made stronger
In the presence of my Savior
(X6)

I will call upon Your Name
Keep my eyes above the waves
My soul will rest in Your embrace
I am Yours and You are mine",Inspiring
"Feel your presence
And know You're near
I wanna see You Jesus
Move in power
And cast out fear

I need to hear You now
I need to know it's You
I'm standing on your promises
I know your Word is true
You're beginning what I see
It's You and its change for me
'Cause even the impossible can be reality
Jesus I believe

Jesus I believe

I wanna say what You're saying
Speaking life to what is dead

And I wanna cling to You Jesus
Uh, hanging on your every breath

I need to hear You now
I need to know it's You
I'm standing on your promises
I know your Words are true
You're beginning what I see
That it's You and its change for me

'Cause even the impossible is your reality
Jesus I believe
Jesus I believe

So let your kingdom come
And let your will be done
Here on the earth
Just like it is in heaven

God let your kingdom come
And let your will be done
Right here on earth
Just like it is heaven

I need to hear You now
I need to know it's You
I'm standing on your promises
I know your Word is true

You're beginning what I see
It's You and its change for me
'Cause even the impossible is your reality
I need to hear You now
I need to know it's You
I'm standing on your promises
I know your Words are true
You're beginning what I see
It's You and its change for me
'Cause even the impossible is your reality
God even the impossible is your reality
Jesus I believe
Jesus I believe
Help my unbelief God
Jesus I believe",Inspiring
"Ashamed of what I've done, what I've become
These hands are dirty
I dare not lift them up to the Holy one

You plead my cause
You right my wrongs
You break my chains
You overcome
You gave Your life
To give me mine
You say that I am free
How can it be
How can it be

I've been hiding
Afraid I've let you down, inside I doubt
That You still love me
But in Your eyes there's only grace now

You plead my cause
You right my wrongs
You break my chains
You overcome
You gave Your life
To give me mine
You say that I am free
How can it be
How can it be

Though I fall, You can make me new
From this death I will rise with You
Oh the grace reaching out for me
How can it be
How can it be

You plead my cause
You right my wrongs
You break my chains
You overcome
You gave Your life
To give me mine
You say that I am free
How can it be
How can it be",Inspiring
"Singin' like a song through the tall oak trees
It was just another summer night
Had to be the last thing on my mind
Yeah, I was all but lost in the moment
I was young and runnin' wide open
It was just another summer night
Had to be the last thing on my mind

When love broke through
You found me in the darkness
Wanderin' through the desert
I was a hopeless fool
Now I'm hopelessly devoted
My chains are broken
And it all began with You
When love broke through
And it all began with You
When love broke through

I did all that I could to undo me
But You loved me enough to pursue me
Yeah, You drew me out of the shadows
Made me believe that I mattered, to You (You)
You were there, You heard my prayer in that broke down dusty room
It was the first time I said, ""I'm Yours""
The first time I called You Lord

When love broke through
You found me in the darkness
Wanderin' through the desert
I was a hopeless fool
Now I'm hopelessly devoted
My chains are broken
And it all began with You
When love broke through
And it all began with You
When love broke through

Yeah, it was late in the summer when the northeast breeze
Sang like a song through the oak trees
Pennsylvania
She kind of caught my soul
Which had me a little more open than closed
Walls I built
Opinions I learned
Covered in the ashes of bridges I burned
Blind to the arrow that headed to my heart
But You hit the mark

When love broke through
You found me in the darkness
Wanderin' through the desert
I was a hopeless fool
Now I'm hopelessly devoted
My chains are broken
And it all began with You
When love broke through

When love broke through
You found me in the darkness
Wanderin' through the desert
I was a hopeless fool
Now I'm hopelessly devoted
My chains are broken
And it all began with You
When love broke through
And it all began with You
When love broke through

I did all that I could to undo me
But You loved me enough to pursue me",Inspiring
"The great unknown where feet may fail
And there I find You in the mystery
In oceans deep
My faith will stand

And I will call upon Your name
And keep my eyes above the waves
When oceans rise
My soul will rest in Your embrace
For I am Yours and You are mine

Your grace abounds in deepest waters
Your sovereign hand
Will be my guide
Where feet may fail and fear surrounds me
You've never failed and You won't start now

So I will call upon Your name
And keep my eyes above the waves
When oceans rise
My soul will rest in Your embrace
For I am Yours and You are mine

Spirit lead me where my trust is without borders
Let me walk upon the waters
Wherever You would call me
Take me deeper than my feet could ever wander
And my faith will be made stronger
In the presence of my Savior
(X6)

I will call upon Your Name
Keep my eyes above the waves
My soul will rest in Your embrace
I am Yours and You are mine",Inspiring
"Preaching it to you, that you could overcome
I still believe it, but it ain't easy
'Cause that world I painted, where things just all work out
It started changing and I started having doubts
And it got me so down

But I picked myself back up
And I started telling me
No, my God's not done
Making me a masterpiece
He's still working on me

He started something good and I'm gonna believe it
He started something good and He's gonna complete it
So I'll celebrate the truth
His work in me ain't through
I'm just unfinished
I'm just unfinished
So I'll celebrate the truth
His work in me ain't through
I'm just unfinished

I know His history and the kind of God He is
He might make it a mystery
But He's proving I can trust in Him
And yeah, I believe it

So I can pick myself back up
And keep on telling me
No, my God's not done
Making me a masterpiece
No, my God's not done

He started something good and I'm gonna believe it
He started something good and He's gonna complete it
So I'll celebrate the truth
His work in me ain't through
I'm just unfinished
(Yeah)
I'm just unfinished
So I'll celebrate the truth
His work in me ain't through

Still workin'
Still, still workin' on me
He's still workin'
Still, still workin' on me

He started something good and I'm gonna believe it
He started something good and He's gonna complete it
So I'll celebrate the truth
His work in me ain't through
I'm just unfinished
I'm just unfinished
(I'm just unfinished)
So I'll celebrate the truth
His work in me ain't through
I'm just unfinished

Still workin'
Still, still workin' on me
He's still workin'
Still, still workin' on me
Oh, yeah
I'm just unfinished",Inspiring
"All my intentions
All my obsessions
I want to lay them all down
In Your hands
Only Your love is vital
Though I'm not entitled
Still You call me Your child

God You don't need me
But somehow You want me
Oh how You love me
Somehow that frees me
To take my hands off of my life
And the way it should go
God You don't need me
But somehow You want me
Oh how You love me
Somehow that frees me
To open my hands up
And give You control
I give You control

I've had plans
Shattered and broken
Things I have hopen in
Fall through my hands
You have plans
To redeem and restore me
You're behind and before me
Oh help me believe

God You don't need me
But somehow You want me
Oh how You love me
Somehow that frees me
To take my hands off of my life
And the way it should go, oh
God You don't need me
But somehow You want me
Oh how You love me
Somehow that frees me
To open my hands up
And give You control

Oh You want me
Somehow You want me
The King of Heaven wants me
So this world has lost it's grip on me

Oh You want me
Somehow You want me
The King of Heaven wants me
So this world has lost it's grip on me

God You don't need me
But somehow You want me
Oh how You love me
Somehow that frees me
To take my hands off of my life
And the way it should go, oh
God You don't need me
But somehow You want me
Oh how You love me
Somehow that frees me
To open my hands up
And give You control
I give You control

Oh, give You control
Oh I want to give You control
I give You control

Oh You want me
Somehow You want me
The King of Heaven wants me
So this world has lost it's grip on me",Inspiring
"Everybody needs you strong
But life hits you out of nowhere
And barely leaves you holding on

And when you're tired of fighting
Chained by your control
There's freedom in surrender
Lay it down and let it go

So when you're on your knees and answers seem so far away
You're not alone, stop holding on and just be held
Your world's not falling apart, it's falling into place
I'm on the throne, stop holding on and just be held
Just be held, just be held

If your eyes are on the storm
You'll wonder if I love you still
But if your eyes are on the cross
You'll know I always have and I always will

And not a tear is wasted
In time, you'll understand
I'm painting beauty with the ashes
Your life is in My hands

So when you're on your knees and answers seem so far away
You're not alone, stop holding on and just be held
Your world's not falling apart, it's falling into place
I'm on the throne, stop holding on and just be held
Just be held, just be held

Lift your hands, lift your eyes
In the storm is where you'll find Me
And where you are, I'll hold your heart
I'll hold your heart
Come to Me, find your rest
In the arms of the God who wont let go

So when you're on your knees and answers seem so far away
You're not alone, stop holding on and just be held
Your world's not falling apart, it's falling into place
I'm on the throne, stop holding on and just be held
(Stop holding on and just be held) Just be Held
Just be held
Just be held
Just be held",Inspiring
"There's so much we have lost
As we look down the road
Where all the prodigals have walked
And one by one
The enemy has whispered lies 
And led them off as slaves

But we know that you are God
Yours is the victory
We know there is more to come
That we may not yet see
So with the faith you've given us
We'll step into the valley unafraid, yeah

As we call out to dry bones 
Come alive, come alive
And we call out to dead hearts 
Come alive, come alive
Up out of the ashes 
Let us see an army rise
We call out to dry bones, come alive 

Oh God of endless mercy
God of unrelenting love
Rescue every daughter 
Bring us back the wayward son
By your spirit breathe upon them 
And show that you alone can save
You alone can save

As we call out to dry bones 
Come alive, come alive
And we call out to dead hearts 
Come alive, come alive
Come up out of the ashes 
Let us see an army rise
We call out to dry bones come alive

So breathe, oh breath of God
Now breathe, oh breath of God
Breathe, oh breath of God
Now breathe 

Breathe, oh breath of God
Now breathe, oh breath of God
Breathe, oh breath of God, now breathe 

As we call out to dry bones 
Come alive, come alive
And we call out to dead hearts 
Come alive, come alive
Come up out of the ashes 
Let us see an army rise
We call out to dry bones come alive, yeah
We call out to dry bones, come alive",Inspiring
